_id,tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
790,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2009-03-20T00:00:00,13021,MENDOZA Nº 13,Mendoza,Nacional,2009,12,SEDAN 4 PTAS,37,RENAULT,VK,RENAULT SYMBOL CONFORT 1.6 16V,1,Privado,Física,VILLA NUEVA,MENDOZA,Femenino,1984,ARGENTINA,100,50,200
791,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2010-12-07T00:00:00,1250,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Importado,2010,82,PICK-UP CABINA DOBLE,102,NISSAN,582,FRONTIER LE 4WD 6MT,1,Privado,Física,ITUZAINGO,BUENOS AIRES,Masculino,1975,ARGENTINA,100,6,200
792,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2011-01-11T00:00:00,1250,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Importado,2011,2,SEDAN 4 PUERTAS,024,CHEVROLET,532,CRUZE 1.8 LTZ,1,Privado,Física,ITUZAINGO,BUENOS AIRES,Masculino,1984,ARGENTINA,100,6,200
793,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,1992-12-16T00:00:00,13023,MENDOZA Nº 14,Mendoza,Nacional,1992,12,SEDAN 4 PTAS,17,FIAT,59,DUNA SL 1.4,1,Privado,Física,SAN JOSE,MENDOZA,No identificado,1968,ARGENTINA,100,50,200
794,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,1995-01-27T00:00:00,13023,MENDOZA Nº 14,Mendoza,Importado,1995,11,PICK UP,"",PEUGEOT,"",PICK UP 504,1,Privado,Física,CIUDAD LAS  HERAS,MENDOZA,No identificado,1946,ARGENTINA,100,50,200
795,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2024-10-01T00:00:00,1251,LANUS Nº 8,Buenos Aires,Protocolo 21,2024,4,RURAL 5 PUERTAS,130,TOYOTA,A97,COROLLA CROSS SEG 2.0 CVT,1,Privado,Física,LANÚS OESTE,BUENOS AIRES,Femenino,1979,ARGENTINA,100,6,200
796,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2004-10-29T00:00:00,1001,ADROGUE Nº 1,Buenos Aires,Nacional,2004,12,SEDAN 4 PTAS,37,RENAULT,NS,MEGANE TRI 1.6 ECO,1,Privado,Física,ADROGUE,BUENOS AIRES,No identificado,2003,ARGENTINA,100,6,200
797,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2018-12-06T00:00:00,1004,AVELLANEDA Nº 1,Buenos Aires,Protocolo 21,2018,5,SEDAN 5 PUERTAS,024,CHEVROLET,647,ONIX 1.4 N LTZ A/T,1,Privado,Física,VILLA DOMINICO,BUENOS AIRES,Femenino,1987,ARGENTINA,100,6,200
798,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2012-10-30T00:00:00,4067,ALTA GRACIA Nº 2,Córdoba,Nacional,2012,18,SEDAN 3 PTAS,34,PEUGEOT,LY,207 COMPACT ACTIVE 1.4 N 3P,1,Privado,Física,ALTA GRACIA,CORDOBA,No identificado,1985,ARGENTINA,100,14,200
799,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2007-01-29T00:00:00,1029,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Protocolo 21,2007,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,"LUIS GUILLON, ESTEBAN ECHEVERRIA",BUENOS AIRES,Masculino,1985,ARGENTINA,100,6,200
800,COMUNICACIÓN DE RECUPERO,2024-12-06T00:00:00,2017-07-07T00:00:00,1043,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2017,5,SEDAN 5 PUERTAS,104,PEUGEOT,778,208 ALLURE 1.6,1,Privado,Jurídica, LA PLATA,BUENOS AIRES,No aplica,2023,No aplica,100,6,
801,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2011-07-29T00:00:00,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Nacional,2011,12,SEDAN 4 PTAS,17,FIAT,AV,SIENA ATTRACTIVE 1.4 BE,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1994,ARGENTINA,100,6,200
802,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2000-03-31T00:00:00,1053,LOMAS DE ZAMORA Nº 1,Buenos Aires,Protocolo 21,2000,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,283,GOL 1.9 SD,1,Privado,Física,VILLA ALBERTINA,BUENOS AIRES,Masculino,1984,PARAGUAY,100,6,221
803,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2015-07-10T00:00:00,1056,MAGDALENA,Buenos Aires,Nacional,2015,17,SEDAN 5 PUERTAS,17,FIAT,BN,PALIO (326) ESSENCE 5P 1.6 16V,1,Privado,Física,MAGDALENA,BUENOS AIRES,Femenino,1982,ARGENTINA,100,6,200
804,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2012-02-02T00:00:00,1062,MERLO Nº 1,Buenos Aires,Protocolo 21,2012,2,SEDAN 4 PTAS,024,CHEVROLET,555,PRISMA 1.4 LT,1,Privado,Física,LOMA GRANDE,BUENOS AIRES,Masculino,1988,ARGENTINA,100,6,200
805,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2004-02-04T00:00:00,1065,MORON Nº 02,Buenos Aires,Protocolo 21,2004,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,MORON,BUENOS AIRES,Masculino,1996,ARGENTINA,100,6,200
806,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2007-03-07T00:00:00,1083,SALTO,Buenos Aires,Nacional,2007,17,SEDAN 5 PTAS,37,RENAULT,SA,CLIO PACK 1.2 DA AA,1,Privado,Física,SALTO,BUENOS AIRES,Masculino,1983,PARAGUAY,100,6,221
807,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2024-07-05T00:00:00,1088,SAN MARTIN Nº 1,Buenos Aires,Nacional,2024,20,PICK-UP,68,TOYOTA,BH,HILUX 4X4 DC SRX 2.8 TDI 6 AT,1,Privado,Jurídica,VILLA ZAGALA,BUENOS AIRES,No aplica,2009,No aplica,100,6,
808,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2013-01-29T00:00:00,1088,SAN MARTIN Nº 1,Buenos Aires,Protocolo 21,2013,2,SEDAN 4 PUERTAS,044,FIAT,783,GRAND SIENA ESSENCE 1.6 16V,1,Privado,Física,VILLA MAIPU,BUENOS AIRES,Masculino,1982,ARGENTINA,100,6,200
809,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2006-10-26T00:00:00,1088,SAN MARTIN Nº 1,Buenos Aires,Importado,2006,2,SEDAN 4 PUERTAS,136,VOLKSWAGEN,282,BORA TDI,1,Privado,Física,SAN ANDRES,BUENOS AIRES,Masculino,1988,ARGENTINA,100,6,200
810,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2008-05-13T00:00:00,7010,TRELEW Nº 2,Chubut,Nacional,2008,,RURAL 5 PUERTAS,53,VOLKSWAGEN,LR,SURAN SDI 80A,1,Privado,Física,TRELEW,CHUBUT,Femenino,1989,ARGENTINA,100,26,200
811,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,1993-09-09T00:00:00,1096,TIGRE Nº 1,Buenos Aires,Importado,1993,,SEDAN,"",BMW,"",318I,1,Privado,Física,B°SAN ANDRES - BENAVIDEZ,BUENOS AIRES,Femenino,2000,ARGENTINA,100,6,200
812,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2007-10-31T00:00:00,1100,TRES DE FEBRERO Nº 1,Buenos Aires,Protocolo 21,2007,4,RURAL 5 PTAS,136,VOLKSWAGEN,276,GOL COUNTRY 1.6,1,Privado,Física,CASEROS,BUENOS AIRES,No identificado,1972,ARGENTINA,100,6,200
813,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2004-02-03T00:00:00,1100,TRES DE FEBRERO Nº 1,Buenos Aires,Protocolo 21,2004,5,SEDAN 5 PTAS,136,VOLKSWAGEN,211,GOLF 1.6,1,Privado,Física,CASEROS,BUENOS AIRES,No identificado,1974,ARGENTINA,100,6,200
814,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2015-11-17T00:00:00,1100,TRES DE FEBRERO Nº 1,Buenos Aires,Protocolo 21,2015,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1964,ARGENTINA,100,6,200
815,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2001-05-22T00:00:00,1253,LA PLATA Nº 13,Buenos Aires,Nacional,2001,40,TODO TERRENO,69,JEEP,08,CHEROKEE CLASSIC TURBO DIESEL,1,Privado,Física,LA PLATA,BUENOS AIRES,No identificado,1980,ARGENTINA,100,6,200
816,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2007-06-26T00:00:00,1104,BERAZATEGUI Nº 1,Buenos Aires,Importado,2007,5,SEDAN 5 PUERTAS,092,MERCEDES BENZ,821,B200 CDI,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Femenino,1980,ARGENTINA,100,6,200
817,COMUNICACIÓN DE RECUPERO,2024-12-06T00:00:00,2011-04-13T00:00:00,1104,BERAZATEGUI Nº 1,Buenos Aires,Protocolo 21,2011,5,SEDAN 5 PUERTAS,112,RENAULT,712,SANDERO STEPWAY CONFORT 1.6 16V,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1985,COLOMBIA,100,6,205
818,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2007-09-20T00:00:00,1105,CAMPANA Nº 1,Buenos Aires,Nacional,2007,17,SEDAN 5 PTAS,19,FORD,RM,FOCUS AMBIENTE 5P 1.6L N,1,Privado,Física,CAMPANA,BUENOS AIRES,Femenino,1980,ARGENTINA,100,6,200
819,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2009-05-11T00:00:00,1106,LA MATANZA Nº 02,Buenos Aires,Protocolo 21,2009,5,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Masculino,1993,ARGENTINA,100,6,200
820,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2007-04-12T00:00:00,1106,LA MATANZA Nº 02,Buenos Aires,Protocolo 21,2007,5,SEDAN 5 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,RAMOS MEJIA,BUENOS AIRES,No identificado,1975,ARGENTINA,100,6,200
821,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2021-01-04T00:00:00,1106,LA MATANZA Nº 02,Buenos Aires,Nacional,2021,12,SEDAN 4 PUERTAS,17,FIAT,CK,CRONOS PRECISION 1.8 MT,1,Privado,Física,RAMOS MEJÍA,BUENOS AIRES,Masculino,1969,ARGENTINA,100,6,200
822,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2007-04-11T00:00:00,1107,LANUS Nº 2,Buenos Aires,Protocolo 21,2007,5,SEDAN 5 PTAS,024,CHEVROLET,405,MERIVA GL PLUS 1.8 SOHC,1,Privado,Física, MONTE CHINGOLO*LANUS,BUENOS AIRES,No identificado,1985,ARGENTINA,100,6,200
823,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2006-08-16T00:00:00,1113,SAN VICENTE,Buenos Aires,Protocolo 21,2004,17,CHASIS C/CABINA,047,FORD,166,CARGO 1722,1,Privado,Física,GUERNICA,BUENOS AIRES,No identificado,1989,ARGENTINA,100,6,200
824,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2017-04-27T00:00:00,1117,TRES DE FEBRERO Nº 2,Buenos Aires,Protocolo 21,2017,5,SEDAN 5 PUERTAS,136,VOLKSWAGEN,577,GOL TREND 1.6 MSI,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,2003,ARGENTINA,100,6,200
825,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2012-09-03T00:00:00,1118,QUILMES Nº 2,Buenos Aires,Importado,2012,2,SEDAN 4 PTAS,136,VOLKSWAGEN,467,VOLKSWAGEN VENTO 2.0 TSI,1,Privado,Física,BERNAL,BUENOS AIRES,Masculino,1982,ARGENTINA,100,6,200
826,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2014-10-16T00:00:00,1119,MORON Nº 03,Buenos Aires,Nacional,2014,12,SEDAN 4 PUERTAS,34,PEUGEOT,LB,408 ALLURE HDI,1,Privado,Física,EL PALOMAR,BUENOS AIRES,Masculino,1969,ARGENTINA,100,6,200
827,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2004-08-12T00:00:00,1128,SAN MIGUEL Nº 2,Buenos Aires,Protocolo 21,2004,28,TRACTOR DE CARRETERA,047,FORD,410,CARGO 1730,1,Privado,Física,SAN MIGUEL,BUENOS AIRES,Femenino,1951,ARGENTINA,50,6,200
828,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2006-11-22T00:00:00,1130,GENERAL RODRIGUEZ Nº 1,Buenos Aires,Protocolo 21,2006,22,SEDAN 3 PTAS,047,FORD,238,KA,1,Privado,Física,GENERAL RODRÍGUEZ,BUENOS AIRES,Femenino,1992,ARGENTINA,100,6,200
829,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2011-10-18T00:00:00,1133,SAN MIGUEL Nº 3,Buenos Aires,Protocolo 21,2011,2,SEDAN 4 PTAS,104,PEUGEOT,585,207 COMPACT XT 1.6,1,Privado,Física,BELLA VISTA,BUENOS AIRES,No identificado,1992,ARGENTINA,100,6,200
830,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,1998-07-03T00:00:00,1135,LANUS Nº 4,Buenos Aires,Protocolo 21,1998,22,SEDAN 3 PTAS,024,CHEVROLET,103,CORSA GL 1.6 MPFI,1,Privado,Física,MTE.CHINGOLO,BUENOS AIRES,Femenino,1952,ARGENTINA,100,6,200
831,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2003-07-01T00:00:00,1136,ADROGUE Nº 2,Buenos Aires,Nacional,2003,12,SEDAN 4 PTAS,19,FORD,RJ,FOCUS AMBIENTE 4P 1.8L TD,1,Privado,Física,RAFAEL CALZADA,BUENOS AIRES,Femenino,1978,ARGENTINA,100,6,200
832,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2011-04-25T00:00:00,1136,ADROGUE Nº 2,Buenos Aires,Nacional,2011,17,SEDAN 5 PTAS,07,CITROEN,66,C4 5P 2.0I 16V EXCLUSIVE BVA,1,Privado,Física,RAFAEL CALZADA,BUENOS AIRES,Femenino,1949,ARGENTINA,100,6,200
833,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2016-10-03T00:00:00,1141,TIGRE Nº 2,Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,34,PEUGEOT,NF,308 ACTIVE 1.6,1,Privado,Física,BENAVÍDEZ,BUENOS AIRES,Femenino,1979,ARGENTINA,100,6,200
834,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2016-11-30T00:00:00,1144,QUILMES Nº 3,Buenos Aires,Nacional,2016,17,SEDAN 5 PUERTAS,19,FORD,XH,FOCUS 5P 1.6L N MT S,1,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1997,ARGENTINA,100,6,200
835,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2004-11-11T00:00:00,1150,AVELLANEDA Nº 3,Buenos Aires,Importado,2004,2,SEDAN 4 PTAS,136,VOLKSWAGEN,335,BORA 1.8T,1,Privado,Física,AVELLANEDA,BUENOS AIRES,Masculino,1977,ARGENTINA,100,6,200
836,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2014-12-01T00:00:00,1152,LA MATANZA Nº 04,Buenos Aires,Protocolo 21,2014,4,RURAL 5 PUERTAS,047,FORD,997,ECOSPORT S 1.6L MT N,1,Privado,Física,CIUDAD EVITA,BUENOS AIRES,Masculino,1968,ARGENTINA,100,6,200
837,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,1994-07-07T00:00:00,1153,LA MATANZA Nº 05,Buenos Aires,Nacional,1994,19,SEDAN 5PTAS,19,FORD,40,ESCORT LX,1,Privado,Física,I.CASANOVA,BUENOS AIRES,Femenino,1977,ARGENTINA,100,6,200
838,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2007-07-10T00:00:00,1156,HURLINGHAM Nº 1 (EX. MORON Nº 4),Buenos Aires,Protocolo 21,2007,5,SEDAN 5 PUERTAS,055,HONDA,A18,FIT LX-L,1,Privado,Física,HURLINGHAM,BUENOS AIRES,Masculino,1989,ARGENTINA,100,6,200
839,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2024-04-15T00:00:00,1158,TRES DE FEBRERO Nº 3,Buenos Aires,Nacional,2024,40,TODO TERRENO,68,TOYOTA,CX,SW4 4X4 GR-SPORT 2.8 TDI 6 AT 7A,1,Privado,Jurídica,CIUDADELA,BUENOS AIRES,No aplica,1940,No aplica,100,6,
840,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2000-02-14T00:00:00,4069,RIO CEBALLOS,Córdoba,Nacional,2000,22,FURGON,53,VOLKSWAGEN,01,CADDY 1.9 SD,1,Privado,Física,RIO CEBALLOS,CORDOBA,Masculino,1953,ARGENTINA,100,14,200
841,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2015-09-03T00:00:00,4069,RIO CEBALLOS,Córdoba,Protocolo 21,2015,2,SEDAN 4 PUERTAS,130,TOYOTA,858,ETIOS XLS 1.5 M/T,1,Privado,Física,SALSIPUEDES,CORDOBA,Masculino,1953,ARGENTINA,100,14,200
842,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2010-01-06T00:00:00,1161,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Protocolo 21,2010,22,SEDAN 3 PTAS,127,SUZUKI,706,FUN 1.4,1,Privado,Física,LUIS GUILLÒN,BUENOS AIRES,Masculino,2000,ARGENTINA,100,6,200
843,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2011-08-26T00:00:00,1167,LOMAS DE ZAMORA Nº 5,Buenos Aires,Protocolo 21,2011,22,SEDAN 3 PTAS,047,FORD,818,KA TOP PULSE1.6L,1,Privado,Física,TURDERA,BUENOS AIRES,Masculino,1973,ARGENTINA,50,6,200
844,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2010-03-26T00:00:00,1167,LOMAS DE ZAMORA Nº 5,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,53,VOLKSWAGEN,MS,SURAN 1.6L,1,Privado,Física,LLAVALLOL,BUENOS AIRES,Masculino,1991,PARAGUAY,100,6,221
845,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2008-12-23T00:00:00,1171,ESCOBAR Nº 1,Buenos Aires,Importado,2008,2,SEDAN 4 PTAS,102,NISSAN,503,TIIDA 1.8 6MT VISIA,1,Privado,Física,MASCHWITZ,BUENOS AIRES,Femenino,1989,ARGENTINA,100,6,200
846,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,1999-02-17T00:00:00,1177,LOMAS DE ZAMORA Nº 6,Buenos Aires,Nacional,1999,12,SEDAN 4 PUERTAS,08,CHEVROLET,52,CORSA 4 PUERTAS GL A/A Y,1,Privado,Física,BANFIELD,BUENOS AIRES,Masculino,1971,ARGENTINA,100,6,200
847,COMUNICACIÓN DE RECUPERO,2024-12-06T00:00:00,2011-12-01T00:00:00,1178,LA MATANZA Nº 08,Buenos Aires,Nacional,2011,17,SEDAN 5 PTAS,08,CHEVROLET,CS,AGILE 5P 1.4 LT,1,Privado,Física,LOMAS DEL MIRADOR,BUENOS AIRES,Masculino,1991,ARGENTINA,100,6,200
848,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2016-04-21T00:00:00,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Protocolo 21,2016,5,SEDAN 5 PUERTAS,104,PEUGEOT,771,2008 SPORT 1.6 THP,1,Privado,Física,CIUDADELA,BUENOS AIRES,Femenino,1974,ARGENTINA,100,6,200
849,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2017-01-10T00:00:00,1185,ADROGUE Nº 3,Buenos Aires,Nacional,2017,17,SEDAN 5 PUERTAS,19,FORD,XF,FOCUS 5P 2.0L N AT SE PLUS,1,Privado,Física,BURZACO,BUENOS AIRES,No identificado,1999,ARGENTINA,100,6,200
850,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,1999-06-15T00:00:00,1189,FLORENCIO VARELA Nº 2,Buenos Aires,Nacional,1999,12,SEDAN 4 PTAS,37,RENAULT,CH,MEGANE RXE ABCP ABS,1,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,No identificado,1991,ARGENTINA,100,6,200
851,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2010-01-12T00:00:00,1192,MORON Nº 07,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,34,PEUGEOT,FD,307 XS 1.6 5P 110CV,1,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1944,ARGENTINA,100,6,200
852,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2024-04-12T00:00:00,1194,AVELLANEDA Nº 5,Buenos Aires,Nacional,2024,12,SEDAN 4 PUERTAS,17,FIAT,CS,CRONOS PRECISION 1.3 GSE CVT BZ,1,Privado,Física,PIÑEYRO,BUENOS AIRES,Masculino,1988,ARGENTINA,100,6,200
853,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2001-09-10T00:00:00,1194,AVELLANEDA Nº 5,Buenos Aires,Nacional,2001,12,SEDAN 4 PTAS,34,PEUGEOT,43,405 STYLEN,1,Privado,Física,AVELLANEDA,BUENOS AIRES,Masculino,1970,URUGUAY,100,6,225
854,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2003-01-08T00:00:00,1198,SAN ISIDRO Nº 07,Buenos Aires,Nacional,2003,12,SEDAN 4 PTAS,74,SEAT,23,CORDOBA 1.9 SDI 033,1,Privado,Física,SAN ISIDRO,BUENOS AIRES,Femenino,1985,PARAGUAY,100,6,221
855,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2011-06-30T00:00:00,1199,LANUS Nº 6,Buenos Aires,Nacional,2011,12,SEDAN 4 PTAS,37,RENAULT,WX,RENAULT SYMBOL PACK 1.6 16V,1,Privado,Física,LANUS ESTE,BUENOS AIRES,Masculino,1991,ARGENTINA,100,6,200
856,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2006-12-14T00:00:00,1199,LANUS Nº 6,Buenos Aires,Importado,2006,2,SEDAN 4 PTAS,136,VOLKSWAGEN,356,PASSAT 2.0 TDI,1,Privado,Física,LANUS OESTE,BUENOS AIRES,Masculino,1984,PARAGUAY,100,6,221
857,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2008-10-07T00:00:00,4074,CORDOBA Nº 21,Córdoba,Nacional,2008,12,SEDAN 4 PTAS,08,CHEVROLET,BZ,CORSA CLASSIS 4PTAS GLS 1.6N,1,Privado,Física,Bº VILLA EL LIBERTADOR,CORDOBA,No identificado,1957,No identificado,100,14,
858,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2019-08-07T00:00:00,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Protocolo 21,2019,4,RURAL 5 PUERTAS,027,CITROEN,491,C3 AIRCROSS VTI 115 AT6 SHINE AM19,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1950,ARGENTINA,100,6,200
859,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2010-05-11T00:00:00,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Protocolo 21,2010,4,RURAL 5 PTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Masculino,1980,ARGENTINA,100,6,200
860,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2008-01-30T00:00:00,1204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,2008,22,SEDAN 3 PTAS,127,SUZUKI,706,FUN 1.4,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Masculino,1987,ARGENTINA,100,6,200
861,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,2012-01-24T00:00:00,21068,ROSARIO Nº 17,Santa Fe,Protocolo 21,2012,2,SEDAN 4 PTAS,112,RENAULT,830,LOGAN AUTHENTIQUE 1.6 PACK I,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1983,ARGENTINA,100,82,200
862,DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2024-12-06T00:00:00,1999-08-05T00:00:00,21068,ROSARIO Nº 17,Santa Fe,Nacional,1999,17,SEDAN 5 PUERTAS,37,RENAULT,EG,MEGANE RN BIC,1,Privado,Física,PEREZ,SANTA FE,Femenino,1993,ARGENTINA,100,82,200
